caseid,injseverity
74:51:02,0
4:33:01,1
75:07:02,0
83:02:01,1
0.645162037,3
47:55:02,1
76:09:01,3
76:39:01,1
43:22:01,3
12:27:01,1
2:58:01,0
79:01:02,3
73:43:02,3
4:57:02,0
76:43:02,0
43:23:01,0
45:04:02,3
0.525011574,3
0.236134259,3
0.188206019,0
0.55974537,3
80:31:01,0
43:01:02,3
80:43:01,3
75:30:01,3
48:29:01,3
79:10:02,3
79:24:01,1
49:21:01,0
49:40:02,0
76:11:02,3
0.395150463,3
82:06:02,3
6:37:01,3
4:41:02,1
73:12:01,3
82:24:01,3
45:57:01,0
44:46:02,1
11:52:01,0
0.223622685,1
8:33:01,1
77:29:01,3
6:05:01,3
50:12:02,3
48:29:01,3
0.596539352,1
50:20:01,3
82:36:02,3
51:34:02,3
74:03:01,1
0.638206019,3
0.375729167,3
83:24:02,0
0.56806713,1
77:21:01,1
4:31:01,0
45:37:02,3
79:46:02,3
81:19:01,3
2:28:02,3
0.339594907,1
78:09:02,3
73:55:01,3
51:05:02,3
0.63681713,1
77:29:01,0
78:26:02,1
0.627789352,3
79:44:02,1
76:23:02,1
75:21:01,3
73:27:01,1
0.584050926,3
9:44:01,3
0.63056713,3
82:34:01,3
0.603483796,1
76:25:01,3
74:05:01,0
4:21:01,0
50:37:01,1
82:11:01,1
44:55:02,1
0.611134259,0
0.430578704,3
0.213912037,1
0.638900463,3
74:08:01,0
4:36:02,1
0.389594907,3
76:08:01,3
48:22:01,3
73:05:01,3
0.34724537,1
76:29:01,3
82:26:01,0
44:51:01,0
81:38:01,3
80:43:01,3
0.538229167,3
48:11:01,3
75:32:02,3
45:43:01,0
50:33:01,3
3:08:02,1
49:10:01,3
0.464594907,1
0.57431713,0
0.655578704,3
4:20:01,3
0.633356481,3
82:54:01,0
48:38:01,1
8:24:01,0
44:16:01,1
74:36:01,3
42:42:01,2
4:27:01,3
45:02:02,1
0.670162037,3
9:30:01,3
78:23:01,0
0.591678241,3
0.257650463,3
82:30:01,1
0.593761574,1
4:59:02,3
0.609733796,0
43:53:02,0
78:26:01,3
0.658344907,3
72:28:01,3
0.560428241,0
45:26:02,1
12:42:01,0
0.654189815,3
80:29:02,1
13:20:02,0
13:59:01,3
0.41806713,3
0.650717593,1
52:30:02,1
0.559039352,0
52:29:02,3
0.638217593,0
50:28:01,3
48:08:01,3
44:41:01,3
0.484733796,3
42:43:01,3
75:25:02,1
75:08:02,1
50:30:02,1
0.320162037,3
0.592384259,1
11:54:01,3
72:23:02,1
44:13:01,3
43:35:02,3
0.15556713,3
0.595162037,3
73:22:02,3
43:21:01,3
83:25:01,1
0.249328704,0
50:01:02,1
2:50:01,0
8:15:02,1
0.542384259,1
50:46:01,3
0.209733796,3
4:44:02,0
75:34:02,1
0.541689815,0
0.579872685,1
75:04:02,1
49:17:02,3
0.231273148,1
74:38:02,0
0.590289352,3
51:00:01,3
74:57:01,3
74:19:01,3
0.464606481,3
0.623622685,1
76:26:01,0
0.618784722,3
0.608344907,0
75:24:02,3
41:16:01,3
80:33:01,0
0.407662037,3
0.609039352,3
0.458344907,0
0.606261574,3
9:21:01,1
46:40:02,3
50:37:02,3
46:18:02,3
75:44:01,0
11:33:01,3
74:14:02,3
75:04:01,0
12:23:01,1
0.309050926,1
76:04:02,3
79:31:02,3
41:39:01,3
78:53:01,0
45:09:02,1
47:29:01,0
78:47:02,1
44:02:02,3
41:59:01,1
50:58:01,0
46:55:02,3
83:22:01,1
0.54306713,0
0.486122685,1
0.377789352,2
0.562511574,1
0.177789352,3
82:57:01,3
47:46:02,1
0.495150463,3
0.622939815,3
53:31:01,3
53:21:01,3
52:33:01,0
76:54:02,3
0.237523148,1
2:48:01,3
76:01:01,1
12:17:01,3
47:55:02,1
48:30:01,0
74:10:01,1
0.565300926,0
45:02:01,0
43:41:01,1
50:01:01,0
81:07:02,1
45:12:02,3
79:36:01,3
0.451412037,3
84:03:01,3
81:10:01,0
74:15:01,3
0.34724537,3
0.577789352,1
0.54931713,1
75:10:01,3
46:51:01,1
76:08:02,2
0.59306713,0
0.586828704,2
48:10:02,3
75:51:02,3
51:01:02,3
42:17:05,1
0.660439815,1
52:08:02,3
41:36:01,3
46:28:02,3
75:06:02,3
0.175011574,3
0.236122685,3
77:44:02,0
49:23:01,1
48:15:03,1
77:28:02,3
52:24:01,3
73:46:01,3
74:21:01,3
42:05:01,1
48:09:02,3
0.360428241,3
13:13:01,1
8:20:02,3
46:45:01,3
75:27:01,0
9:32:02,3
74:30:01,3
46:54:01,1
49:31:01,1
0.634050926,2
0.544456019,1
0.577789352,0
45:30:02,1
75:24:01,3
76:21:01,3
80:39:01,1
76:35:03,3
0.602800926,3
82:26:02,3
51:47:01,0
51:16:01,3
0.576412037,3
75:27:02,3
74:02:02,1
0.416678241,3
80:13:01,0
75:20:02,3
76:20:01,3
0.215983796,1
73:10:01,1
12:39:02,3
44:06:02,3
45:43:02,1
76:24:01,3
46:59:01,3
0.459039352,3
82:33:01,3
81:14:01,2
0.654884259,3
74:57:02,3
42:06:02,3
11:47:01,1
44:51:02,3
73:24:01,3
73:06:02,3
75:26:02,3
75:45:01,0
0.665289352,3
0.396539352,1
77:11:01,1
42:10:02,2
9:11:01,1
73:59:01,3
43:52:01,3
48:19:02,0
0.553483796,2
0.184050926,1
0.569456019,3
8:28:02,1
48:39:01,3
0.557662037,0
2:30:01,0
50:10:02,3
46:23:02,3
82:49:02,3
74:21:01,3
0.545856481,0
74:18:02,3
51:54:02,1
13:10:01,3
46:30:02,3
0.622928241,3
82:22:01,3
82:36:02,3
80:57:02,1
4:42:02,0
0.462523148,1
48:18:02,3
82:32:01,0
73:28:02,2
75:26:01,3
9:02:02,1
78:34:02,0
47:37:02,3
78:49:01,3
47:38:01,3
75:14:02,2
0.555578704,0
78:14:01,3
0.561828704,1
76:54:02,0
0.576412037,1
9:14:01,0
81:45:01,1
76:14:02,0
75:09:02,1
76:09:01,1
0.55349537,1
82:37:02,3
4:10:02,3
78:36:01,2
74:42:01,0
48:17:02,3
72:44:02,1
44:23:02,3
80:49:01,1
49:49:02,1
48:24:01,1
0.162523148,3
4:16:01,3
45:35:02,1
76:23:01,1
50:38:02,0
73:24:02,1
79:38:02,3
6:02:02,3
0.339606481,3
72:25:02,3
6:07:01,3
79:34:01,3
46:00:01,1
2:13:01,3
78:08:02,3
75:14:01,3
0.322928241,1
49:25:02,1
75:23:01,1
77:38:01,1
0.274340278,0
50:43:02,1
50:56:02,3
75:36:02,3
75:20:02,3
9:27:02,3
0.416689815,3
75:11:01,0
81:16:04,3
83:31:02,1
43:42:02,2
49:31:01,3
13:46:01,3
81:10:01,3
0.427800926,3
0.42849537,3
74:04:02,3
74:33:01,0
13:58:01,1
5:46:02,3
0.142372685,3
52:34:01,3
0.447928241,1
9:34:02,1
49:48:02,3
75:46:01,0
82:01:02,3
9:17:01,3
76:49:01,0
0.439594907,1
0.24306713,1
79:29:01,1
83:47:01,3
0.154884259,3
0.517395833,0
52:09:01,3
43:23:02,3
75:33:02,1
75:36:03,3
75:10:01,3
45:24:01,3
47:35:01,0
11:41:01,3
81:36:01,3
1.061122685,1
75:02:02,2
43:56:03,3
48:30:01,1
8:48:02,3
73:59:01,1
50:01:01,3
81:12:01,1
0.483356481,3
47:08:01,1
46:57:02,3
44:18:02,3
0.490983796,0
0.423622685,0
0.302094907,1
0.587511574,0
0.52431713,1
0.484733796,3
51:53:01,3
11:54:01,3
75:19:02,0
0.265289352,2
47:41:01,3
79:37:01,2
46:18:01,0
45:15:02,3
76:34:01,3
9:47:02,1
82:43:02,3
0.24099537,3
44:33:02,3
76:08:02,3
48:21:01,1
0.306273148,1
80:09:02,3
0.667384259,0
5:21:01,3
49:25:01,1
82:47:02,0
81:32:01,3
79:30:01,2
82:01:01,0
45:49:01,0
0.48056713,1
11:12:01,1
4:59:01,3
46:02:02,1
0.469467593,2
82:19:01,3
0.306273148,0
0.555590278,3
51:28:02,1
0.684050926,1
77:38:01,0
0.356261574,1
74:29:01,1
43:21:01,1
43:49:02,0
47:24:02,0
75:56:01,0
8:31:01,0
0.281261574,3
0.329872685,0
43:06:01,3
45:36:02,3
43:27:01,3
75:59:01,2
0.162511574,3
83:09:02,2
48:08:01,0
76:08:01,3
13:41:01,3
45:14:01,1
42:23:01,3
50:16:02,1
49:12:02,0
78:15:02,1
76:27:01,1
0.558356481,1
78:09:01,3
45:02:02,3
4:25:01,1
47:49:01,1
47:03:01,2
74:43:01,1
0.552800926,0
11:13:01,2
82:07:01,3
44:09:02,0
47:57:01,0
9:59:01,3
75:58:02,3
79:47:01,0
0.233344907,3
46:40:01,3
42:49:01,3
75:23:01,3
82:52:01,3
0.572233796,3
76:17:01,1
0.602094907,3
92:23:02,3
13:16:02,3
42:07:02,3
81:23:01,3
43:56:02,1
0.400706019,3
77:32:02,1
0.591678241,3
12:05:01,3
0.620844907,3
4:29:02,3
0.568773148,3
0.536122685,3
75:42:01,3
46:17:02,1
42:15:02,3
0.441678241,1
45:17:01,0
47:15:01,3
52:00:01,3
46:41:02,1
0.381261574,3
0.650706019,3
42:25:01,3
83:22:04,3
77:09:01,3
0.454178241,3
75:21:01,3
0.125011574,3
0.134050926,3
83:50:02,0
0.431261574,0
78:17:01,0
0.376423611,1
0.560428241,3
45:32:01,3
47:08:02,3
72:38:01,3
73:35:01,1
81:38:03,2
0.606956019,3
41:54:02,3
78:50:01,0
45:25:01,3
0.215300926,1
75:26:01,0
51:20:01,3
45:37:01,3
50:17:01,1
44:32:02,2
8:44:01,3
45:43:01,1
83:42:01,3
48:03:01,3
78:14:03,3
0.59099537,1
49:04:01,3
0.669456019,1
44:31:02,0
77:08:02,0
5:10:02,1
44:59:01,3
74:36:01,3
75:47:02,3
77:44:04,0
75:07:02,3
0.654189815,1
50:34:01,1
77:46:01,1
8:44:01,3
75:10:02,0
0.56599537,3
0.556967593,1
81:53:01,0
0.384733796,1
0.614606481,1
47:42:02,3
45:26:01,3
75:47:01,1
47:39:02,3
2:19:01,1
0.138217593,3
74:40:02,3
12:38:01,1
0.54931713,0
45:55:02,1
81:55:01,3
0.152094907,0
48:11:01,1
74:15:01,1
43:54:01,1
0.223634259,3
83:38:01,1
49:54:01,0
48:18:01,0
5:15:02,0
5:14:02,0
9:59:02,1
82:04:03,1
50:37:02,1
48:13:02,2
73:11:01,0
45:06:01,1
0.38681713,1
82:31:02,3
9:30:02,1
0.672928241,1
46:42:02,3
44:41:01,3
83:06:01,3
83:33:02,3
0.263206019,3
43:37:02,3
73:04:01,0
5:42:02,3
75:34:01,1
45:53:01,2
73:40:02,2
46:44:02,0
0.377094907,3
0.190289352,1
78:18:03,3
47:15:02,3
52:44:01,1
0.288206019,3
50:45:02,3
0.632662037,3
79:36:02,3
76:55:01,3
0.571539352,0
76:24:02,1
51:28:02,1
8:06:01,0
0.377106481,3
0.64931713,3
12:15:01,0
48:22:01,1
0.604872685,1
44:42:02,3
0.518773148,1
45:43:01,3
44:07:01,3
0.633356481,1
0.659050926,3
78:09:01,2
50:45:01,3
80:57:03,3
11:02:01,3
83:03:01,3
74:43:01,3
45:06:01,1
11:19:01,3
9:58:02,1
75:11:01,3
76:21:02,3
46:55:01,3
76:23:01,2
0.465983796,3
73:04:02,2
45:27:01,3
0.603483796,1
0.641678241,3
79:04:01,3
51:45:01,3
79:41:02,3
51:34:01,3
74:29:02,1
51:17:02,3
82:55:01,3
46:54:02,0
47:38:02,0
0.52431713,3
47:00:02,1
0.606967593,3
79:52:02,3
73:09:01,3
74:16:01,0
50:29:02,3
0.684039352,1
77:38:02,3
79:54:02,3
50:01:02,3
0.44931713,3
47:55:02,3
75:01:01,1
2:23:02,3
77:33:01,3
52:04:01,3
75:37:02,3
0.643078704,0
0.56806713,3
50:28:02,3
52:06:01,1
76:20:01,3
82:56:01,2
80:54:02,1
74:18:01,1
0.53056713,3
83:04:01,3
46:19:01,0
43:40:01,1
77:12:02,0
45:26:01,3
9:47:04,1
0.440983796,3
43:43:03,3
47:24:02,1
0.515300926,0
49:22:01,3
6:32:02,0
0.400011574,3
75:37:01,3
4:51:01,3
81:31:02,0
75:40:02,3
0.623622685,0
0.477106481,3
51:11:01,0
46:20:01,1
0.250706019,3
0.62224537,1
76:10:02,2
79:20:01,1
4:59:01,3
74:41:02,3
11:29:01,1
0.670856481,0
77:42:01,3
77:19:01,3
75:27:02,0
79:01:01,3
0.429178241,1
80:59:02,3
75:22:01,3
47:18:01,3
46:34:01,3
47:31:01,1
49:58:01,3
0.615983796,3
0.607650463,0
82:53:03,3
82:16:01,3
83:22:01,3
12:55:02,3
2:45:01,3
74:43:02,3
11:23:02,3
51:39:01,3
72:57:01,0
2:14:02,3
75:57:01,3
0.661122685,3
0.595856481,1
8:20:01,2
53:23:02,3
76:04:01,1
0.614606481,1
50:17:01,3
53:07:02,0
2:01:01,3
78:08:02,1
49:58:02,0
45:01:01,3
0.654189815,1
44:49:02,1
74:50:01,2
47:40:02,0
0.593773148,3
13:38:02,0
2:35:01,1
0.382662037,1
0.415983796,2
52:50:02,1
75:10:02,3
79:31:01,3
11:23:02,3
47:39:03,3
0.657662037,3
78:29:02,2
6:24:02,3
12:45:01,3
0.512511574,3
0.422928241,3
49:45:02,3
82:18:03,3
53:38:02,1
0.595856481,3
0.55974537,1
0.479884259,2
73:14:02,3
82:04:01,3
9:27:02,0
76:24:01,3
41:12:01,1
0.138206019,0
74:07:01,1
73:31:01,3
0.486122685,1
2:08:01,1
2:51:01,1
49:08:02,3
47:46:01,2
42:35:01,3
0.586122685,3
83:45:01,1
76:32:02,3
0.547939815,0
75:12:01,1
0.22224537,3
42:55:02,3
0.585428241,1
0.589606481,1
75:55:01,1
48:13:01,3
75:00:02,3
48:39:01,3
74:13:02,3
74:55:01,3
75:30:02,3
0.578483796,3
75:43:01,3
0.467395833,1
0.479884259,3
2:22:01,3
6:46:01,3
13:08:02,0
42:33:01,1
0.246539352,0
12:40:02,0
0.531967593,3
0.541689815,3
9:44:02,1
48:04:01,3
75:09:01,1
46:38:01,3
0.331273148,1
49:23:01,1
44:38:02,3
82:54:01,3
82:14:01,3
0.125011574,1
48:00:01,0
45:49:02,1
79:50:01,3
78:20:01,0
0.694467593,1
49:21:01,0
43:01:01,3
76:54:03,1
46:21:01,3
79:53:02,3
43:09:01,3
0.556967593,3
52:21:01,3
51:36:02,1
0.606956019,3
50:02:01,1
9:15:02,3
0.201400463,1
44:40:01,3
47:39:02,1
0.152789352,1
0.551412037,0
51:05:01,3
41:36:02,3
44:12:02,3
0.299328704,1
0.637523148,1
73:46:01,1
82:10:01,1
83:32:02,1
47:57:01,1
81:09:01,3
5:08:01,3
9:53:02,1
77:12:01,0
2:35:01,1
0.41599537,2
43:10:01,0
44:02:01,3
82:49:01,3
0.375023148,0
81:59:01,1
13:22:02,1
49:38:01,0
4:04:01,0
0.453483796,0
84:22:01,3
4:30:02,1
4:22:01,3
51:04:01,3
43:30:01,1
51:32:01,1
45:58:02,3
0.807662037,3
80:15:02,3
75:16:02,3
82:22:01,1
0.477106481,3
42:57:02,1
76:37:01,0
0.51599537,3
72:49:02,1
77:37:02,1
82:06:02,3
0.59931713,3
76:34:01,1
0.47849537,3
43:40:01,3
0.464606481,3
50:43:02,3
77:31:02,1
48:41:02,3
44:39:01,1
0.133356481,1
82:18:02,3
76:31:01,3
75:31:02,1
44:24:02,1
0.443761574,3
0.609039352,3
45:16:02,3
41:42:01,1
76:25:02,1
50:50:02,3
0.662523148,3
0.496550926,3
80:17:02,3
52:01:01,1
0.617372685,0
0.223634259,3
74:30:01,3
76:19:01,3
0.158356481,1
49:38:02,3
43:26:02,1
74:03:01,2
48:27:01,3
47:43:01,3
45:09:01,0
74:33:02,3
76:05:01,3
0.640289352,1
42:42:02,0
45:22:02,3
74:51:01,3
0.464606481,3
44:11:01,3
43:22:02,3
0.445162037,0
9:26:01,1
8:01:01,2
0.582650463,3
43:22:01,3
47:46:01,0
0.552789352,3
47:57:02,3
0.633344907,3
74:27:01,3
74:52:02,1
12:44:01,2
79:54:01,3
0.57431713,1
75:18:02,3
84:13:02,2
82:24:02,1
50:16:02,1
48:58:02,0
46:16:01,1
5:23:02,3
74:41:02,2
74:03:01,1
13:47:02,3
83:41:01,3
2:37:01,0
9:07:01,3
74:04:01,3
52:26:01,3
43:25:02,0
73:42:01,3
79:56:02,3
0.35974537,3
81:11:02,3
0.666689815,0
74:25:02,3
42:23:01,1
0.651412037,3
0.561122685,3
47:30:02,1
48:28:02,1
83:50:01,1
50:02:02,3
76:11:01,2
73:59:02,3
11:17:01,3
0.713217593,1
48:36:02,0
44:59:01,1
0.411122685,0
73:51:01,0
0.420150463,1
8:35:02,3
50:15:02,2
51:38:02,1
0.379189815,3
74:13:01,3
11:02:01,3
50:15:02,1
50:10:01,3
75:07:02,0
48:07:02,1
0.382650463,0
75:06:01,1
0.516678241,3
0.250717593,3
0.572233796,1
0.456956019,0
0.616678241,2
73:53:01,3
47:17:01,3
46:34:01,0
81:40:01,2
42:51:02,3
5:04:01,3
48:30:02,0
50:30:01,3
9:22:01,0
75:17:02,3
46:54:01,3
4:21:01,1
0.552094907,3
51:24:01,3
77:34:02,0
81:38:01,0
51:00:02,1
78:34:02,1
76:09:01,3
43:29:01,0
46:50:01,3
81:48:02,1
5:23:01,1
45:15:01,1
48:18:02,3
75:00:02,1
0.567384259,3
4:38:01,2
0.601412037,3
43:29:02,3
4:08:02,3
0.222233796,3
0.510439815,0
0.659039352,3
79:14:01,1
0.567384259,1
79:19:02,0
76:31:02,1
50:50:01,1
0.426412037,3
0.347233796,1
75:00:01,0
45:10:01,3
84:31:02,0
44:13:01,1
51:02:02,3
75:02:02,0
5:44:02,3
42:57:02,3
0.608356481,3
0.528483796,3
0.629884259,3
2:43:01,3
76:19:02,0
11:31:01,1
5:02:02,0
0.173622685,3
0.508356481,1
0.222939815,1
0.686828704,3
43:43:01,1
0.570856481,3
82:56:02,3
76:29:02,1
0.573622685,3
79:12:01,1
0.581273148,0
47:24:01,3
12:21:01,1
0.570856481,0
80:31:02,3
9:34:02,3
51:28:02,3
53:38:01,3
81:49:02,3
0.322233796,3
47:17:01,3
47:08:01,3
74:41:01,1
47:04:01,1
0.540289352,3
83:31:02,3
8:41:01,3
0.650706019,3
81:40:01,3
41:36:02,3
74:34:01,1
82:09:02,3
50:55:02,3
0.425011574,3
0.610439815,3
45:24:01,3
11:55:02,1
0.633344907,0
47:23:01,1
45:33:02,3
47:49:01,3
81:09:01,0
74:09:02,0
45:30:01,0
50:05:01,3
42:07:02,0
77:10:02,3
0.438206019,1
75:44:02,3
0.21181713,3
8:19:02,0
5:45:01,3
48:46:01,0
81:18:02,0
78:06:02,3
13:12:01,3
74:59:01,3
45:58:02,3
0.449328704,3
52:44:02,1
11:48:01,1
52:35:02,0
48:07:02,1
76:43:02,3
4:43:01,3
47:01:01,1
0.581273148,1
85:05:01,1
76:02:02,1
75:48:01,3
76:59:01,3
0.225717593,3
51:15:01,3
80:19:02,2
73:22:01,0
81:27:01,1
50:17:02,0
45:59:02,1
0.579884259,1
75:42:03,3
74:05:02,1
76:30:03,3
0.641689815,1
0.69724537,3
51:21:01,2
5:41:01,0
44:05:02,1
76:22:01,3
0.475717593,2
0.646539352,3
51:46:01,3
74:56:03,3
0.209074074,3
11:58:01,3
75:14:01,2
0.590289352,0
12:25:02,2
79:59:01,0
43:05:01,3
82:14:01,1
0.51181713,1
50:37:01,3
50:46:02,0
0.261122685,3
80:19:01,0
13:25:02,3
75:17:02,0
5:54:01,0
76:53:01,1
13:23:01,3
5:02:02,3
50:46:02,3
0.506261574,3
62:23:02,0
83:07:01,3
0.13474537,0
0.514594907,3
0.619456019,3
51:11:01,1
0.577094907,0
0.501412037,1
75:38:01,1
0.612523148,3
84:16:02,0
0.410428241,1
0.404872685,1
48:53:02,1
0.228483796,3
0.450706019,3
0.440983796,3
47:54:01,3
79:37:02,0
76:08:02,3
0.501400463,1
48:03:01,1
49:20:02,3
74:04:02,3
45:36:02,3
75:09:01,3
74:45:01,3
0.539594907,3
0.565289352,3
78:21:01,3
43:47:01,3
52:34:01,1
50:53:01,3
44:45:02,2
0.464594907,1
50:26:02,3
43:41:01,3
87:21:02,1
45:49:01,3
75:34:02,2
47:33:02,3
0.143773148,0
43:45:02,1
0.28681713,3
78:01:02,3
0.455578704,3
72:37:02,3
77:07:02,1
13:12:01,3
0.211122685,3
42:22:02,3
0.569467593,1
0.39306713,1
9:40:01,1
79:34:01,3
0.67849537,3
82:48:02,0
51:25:02,1
13:26:01,1
74:14:02,0
77:50:01,1
47:03:01,3
0.393761574,3
0.552789352,1
48:02:01,3
79:51:01,3
75:26:02,3
83:53:02,3
0.141678241,3
82:06:01,3
45:20:01,0
52:00:01,1
0.301412037,1
50:47:01,0
0.552106481,1
9:02:01,3
79:58:01,3
75:56:01,3
84:41:01,2
76:44:01,3
0.552800926,0
0.463217593,3
75:15:01,3
0.667384259,3
48:36:01,1
0.562511574,3
44:06:01,0
52:05:01,1
43:06:02,3
2:58:01,3
51:36:01,3
75:23:01,3
47:41:01,3
0.254872685,3
83:21:01,3
76:11:01,3
77:44:02,3
5:29:02,3
12:30:02,3
81:21:01,0
0.304872685,3
77:57:02,0
51:05:02,1
0.472233796,0
75:44:01,1
5:52:01,3
81:27:03,3
41:47:02,3
0.350023148,0
47:32:01,3
0.544456019,3
75:42:02,2
81:39:02,3
81:12:02,0
82:12:02,3
80:42:02,3
43:53:01,3
74:14:02,3
2:19:02,3
74:06:01,3
0.317372685,3
76:50:01,1
75:11:02,3
0.62849537,1
80:03:02,3
47:39:02,3
74:39:01,3
48:27:02,1
51:38:01,0
44:16:02,3
0.620844907,3
75:20:01,3
75:17:01,0
0.502789352,0
47:54:01,0
0.396539352,3
0.45974537,3
74:21:02,3
76:38:01,0
8:14:01,3
0.545844907,3
11:55:01,3
49:35:01,3
0.395844907,0
75:12:01,3
0.623634259,1
48:00:01,3
12:56:02,1
0.263900463,1
0.132662037,3
0.43474537,3
75:58:01,3
45:37:02,3
45:37:02,3
41:13:01,3
41:37:01,1
8:41:02,1
49:49:01,1
78:22:02,1
46:14:02,2
6:04:01,3
79:49:02,3
43:03:01,0
44:01:01,1
77:05:01,1
48:51:02,0
4:47:01,1
0.41806713,3
12:06:02,3
0.438900463,0
0.258344907,3
46:24:01,1
45:05:02,3
9:01:02,0
81:24:01,1
49:11:02,1
0.392372685,1
45:50:01,2
44:13:01,1
79:32:01,3
80:39:01,3
9:32:01,3
82:54:02,3
5:42:01,1
74:56:02,2
49:25:01,3
0.49306713,3
0.628483796,3
0.147928241,3
79:24:01,3
82:11:02,3
0.475717593,0
45:46:01,1
6:50:01,0
45:41:01,1
0.559050926,2
51:06:01,0
77:43:01,1
0.193078704,3
0.125023148,3
41:42:01,0
0.134733796,0
0.590983796,1
49:55:01,3
81:23:01,0
75:32:01,3
82:05:01,3
12:18:01,2
0.606273148,3
0.575023148,3
4:29:02,0
45:37:01,0
0.55556713,3
52:01:01,1
0.546550926,3
41:10:01,3
75:12:01,3
43:21:02,3
74:07:01,3
46:18:02,3
51:01:01,3
76:44:01,3
81:26:02,3
74:34:01,0
0.417372685,2
74:17:01,3
0.564606481,0
5:42:01,3
0.606261574,0
47:25:03,3
0.600023148,0
76:30:01,3
44:31:01,0
0.472928241,1
48:57:02,3
82:34:01,0
5:30:01,1
3:42:01,1
12:33:01,3
4:14:02,2
0.291689815,1
74:24:02,3
41:23:01,3
74:33:01,1
0.691678241,3
72:03:02,1
0.606273148,3
42:24:01,1
76:56:02,3
0.61806713,2
78:09:02,1
78:00:01,0
49:56:01,3
79:36:02,3
0.628483796,0
0.229884259,0
0.635428241,3
0.658344907,3
42:34:02,0
52:22:02,0
51:16:01,0
75:26:01,1
50:04:01,1
0.692372685,0
0.517372685,3
0.570856481,3
0.444467593,3
78:20:02,3
46:18:01,1
77:06:02,0
75:14:02,1
48:59:01,3
0.481261574,1
83:46:01,3
72:31:02,3
0.43474537,1
74:27:02,1
77:05:02,0
0.510439815,3
76:34:01,1
50:23:02,3
81:57:02,3
79:19:01,3
0.567372685,3
50:17:02,3
0.465983796,0
77:09:02,3
50:42:02,2
44:35:02,1
51:40:02,3
6:07:01,3
49:54:03,3
6:14:02,3
0.668078704,0
75:09:01,3
73:31:02,0
44:00:02,3
76:37:01,3
83:20:02,0
0.291678241,3
9:57:02,1
0.424328704,2
76:40:01,3
0.431261574,0
81:04:01,1
0.618078704,1
76:43:02,1
0.677106481,0
79:29:01,3
44:26:01,0
77:24:01,3
6:26:02,1
50:07:02,3
0.317372685,1
50:47:02,3
47:08:01,3
0.431261574,1
48:36:01,0
0.262523148,3
0.60556713,1
0.500717593,3
0.617384259,3
0.66181713,3
0.578506944,0
75:24:02,0
8:18:01,1
12:02:02,3
74:33:01,1
0.321539352,1
0.251423611,0
0.428483796,3
0.650717593,0
0.522256944,3
72:37:02,0
76:17:01,1
51:06:02,3
11:48:01,0
44:07:01,0
49:10:02,3
8:09:01,3
0.183356481,0
0.262523148,3
42:31:01,3
45:55:01,3
12:19:02,3
79:40:02,2
45:58:01,1
74:43:02,1
0.637511574,3
76:52:01,1
43:17:02,3
4:28:01,3
43:32:02,1
75:23:01,1
50:27:02,1
51:06:02,3
82:23:01,1
50:30:01,0
12:28:01,0
45:15:01,1
0.625011574,3
74:46:02,3
82:45:02,3
83:22:02,1
0.161122685,1
77:28:02,3
0.20974537,3
0.520844907,3
41:08:01,3
74:07:02,3
41:47:01,3
0.612511574,3
0.213206019,3
0.460428241,1
0.546539352,1
0.602094907,3
12:59:02,3
83:08:02,3
74:44:03,0
76:24:01,3
50:49:02,3
0.650706019,3
83:08:02,3
81:30:02,3
45:57:01,1
82:02:02,3
79:16:02,1
0.469467593,2
13:54:01,3
0.562511574,1
79:42:02,1
0.497928241,1
48:43:01,3
2:01:01,2
9:20:01,3
49:49:02,3
75:15:02,0
44:15:02,1
0.392384259,3
82:38:02,3
11:24:01,0
49:34:02,3
0.414594907,3
80:43:01,3
13:32:02,1
48:13:01,1
0.388217593,2
45:48:02,0
45:59:01,1
0.152106481,3
9:32:03,3
77:17:01,3
0.643773148,3
0.145150463,0
43:28:01,0
77:21:02,0
4:36:01,0
45:38:01,3
0.642384259,3
2:25:01,1
0.31181713,0
11:17:01,3
0.593078704,1
75:18:01,0
50:28:02,1
0.595162037,3
0.668761574,0
46:20:02,3
49:53:02,3
4:14:01,3
0.685428241,3
2:55:01,3
12:41:02,0
75:14:02,3
76:27:02,0
4:31:01,3
0.623634259,1
13:02:01,0
2:20:02,3
0.227789352,1
0.42431713,0
12:08:01,3
0.429189815,3
9:45:01,3
44:05:02,3
82:02:02,3
3:49:03,1
74:54:01,1
78:59:01,3
2:04:01,1
79:15:02,1
78:17:01,0
43:53:01,3
52:22:02,0
77:11:01,1
50:30:01,3
72:16:01,3
75:33:02,3
56:24:02,3
73:16:01,3
0.639606481,3
72:47:01,1
74:54:02,3
42:23:02,3
0.602106481,1
75:24:02,1
47:43:01,2
74:32:01,3
0.15349537,0
44:20:02,1
75:25:01,3
74:11:01,0
46:17:02,1
4:22:02,1
0.602094907,1
44:32:01,3
74:31:02,2
0.619456019,3
53:10:02,1
0.558344907,3
79:04:01,3
9:29:01,3
4:02:01,0
48:48:02,0
76:33:01,3
43:46:01,3
0.544456019,1
73:49:01,3
72:15:01,1
51:11:01,1
82:35:02,3
0.668761574,1
46:02:01,1
77:53:01,0
4:07:01,1
77:49:02,3
81:51:01,1
0.646539352,3
0.640983796,3
78:45:02,2
2:43:01,3
9:26:01,1
0.669467593,3
0.407662037,3
82:00:01,1
0.548622685,1
76:59:02,3
83:27:02,1
0.634039352,0
0.652094907,0
46:10:02,2
